onset	duration	trial_type	temperature	trial_id	reliabilityrun	patch	TE	onset_scr	rating
20.0203359127045	1	heat	48	1	1	Patch4	te-40	2542.0	75
33.6150789260864	1	heat	48	2	1	Patch4	te-40	3901.5	75
45.3079519271851	1	heat	48	3	1	Patch4	te-40	5070.8	75
56.3700139522552	1	heat	48	4	1	Patch4	te-40	6177.0	75
71.0153460502625	1	heat	48	5	1	Patch4	te-40	7641.5	75
84.3992879390717	1	heat	48	6	1	Patch4	te-40	8979.9	75
99.2547159194946	1	heat	48	7	1	Patch4	te-40	10465.5	75
111.367572069168	1	heat	48	8	1	Patch4	te-40	11676.7	75
125.382169008255	1	heat	48	9	1	Patch4	te-40	13078.2	75
139.606971025467	1	heat	48	10	1	Patch4	te-40	14500.7	75
152.350286006927	1	heat	48	11	1	Patch4	te-40	15775.0	75
167.415910005569	1	heat	48	12	1	Patch4	te-40	17281.6	75
179.736892938614	1	heat	48	13	1	Patch4	te-40	18513.7	75
191.008970022202	1	heat	48	14	1	Patch4	te-40	19640.9	75
202.908889055252	1	heat	48	15	1	Patch4	te-40	20830.9	75
214.390966892242	1	heat	48	16	1	Patch4	te-40	21979.1	75
227.344501972198	1	heat	48	17	1	Patch4	te-40	23274.5	75
240.518664121628	1	heat	48	18	1	Patch4	te-40	24591.9	75
254.953866004944	1	heat	48	19	1	Patch4	te-40	26035.4	75
267.484889030457	1	heat	48	20	1	Patch4	te-40	27288.5	75
