onset	duration	trial_type	temperature	trial_id	reliabilityrun	patch	TE	onset_scr	rating
20.0203502178192	1	heat	48	1	0	Patch5	te-25	2542.0	85
35.0864582061768	1	heat	48	2	0	Patch5	te-25	4048.6	85
46.5694382190704	1	heat	48	3	0	Patch5	te-25	5196.9	85
60.1646010875702	1	heat	48	4	0	Patch5	te-25	6556.5	85
74.8104250431061	1	heat	48	5	0	Patch5	te-25	8021.0	85
89.2468400001526	1	heat	48	6	0	Patch5	te-25	9464.7	85
103.05148601532	1	heat	48	7	0	Patch5	te-25	10845.2	85
114.744110107422	1	heat	48	8	0	Patch5	te-25	12014.4	85
128.128389120102	1	heat	48	9	0	Patch5	te-25	13352.8	85
140.659887075424	1	heat	48	10	0	Patch5	te-25	14606.0	85
153.614297151566	1	heat	48	11	0	Patch5	te-25	15901.4	85
166.356115102768	1	heat	48	12	0	Patch5	te-25	17175.6	85
180.371328115463	1	heat	48	13	0	Patch5	te-25	18577.1	85
192.274211168289	1	heat	48	14	0	Patch5	te-25	19767.4	85
207.127911090851	1	heat	48	15	0	Patch5	te-25	21252.8	85
220.302286148071	1	heat	48	16	0	Patch5	te-25	22570.2	85
231.57515001297	1	heat	48	17	0	Patch5	te-25	23697.5	85
243.688416004181	1	heat	48	18	0	Patch5	te-25	24908.8	85
257.911977052689	1	heat	48	19	0	Patch5	te-25	26331.2	85
270.236002206802	1	heat	48	20	0	Patch5	te-25	27563.6	85
